protein1,protein2,combined_score
135,485,995
135,2530,720
135,4069,720
135,4823,995
135,1490,900
135,893,720
135,5898,900
135,4796,315
135,3743,900
135,2489,720
135,3104,360
135,5573,900
135,3781,984
135,398,994
135,1320,900
135,2497,319
135,5904,315
135,52,286
135,5200,248
135,4763,994
135,2862,991
135,1660,720
135,2519,995
139,1118,171
139,5249,610
139,5310,315
139,3888,342
139,5313,183
139,2739,159
139,646,370
139,3197,169
139,4915,179
139,1872,200
139,1928,208
139,4551,208
139,938,191
139,1142,171
139,831,171
139,3372,268
139,2902,171
139,706,361
139,3728,169
139,4547,171
139,1753,249
139,1120,315
139,313,404
139,273,342
139,3599,403
139,5609,183
139,976,208
139,3051,200
139,1319,199
139,3088,200
139,36,181
139,2341,330
139,4583,315
139,3707,171
139,2986,171
139,5910,315
139,843,315
139,4497,220
139,375,171
139,2818,171
139,1185,390
139,5039,171
139,3165,208
139,2955,249
139,4628,169
139,3346,400
139,5883,156
139,3426,171
139,4389,169
139,238,315
139,2995,171
139,4994,200
139,1485,252
139,454,266
139,3588,483
139,1711,382
139,4614,169
139,4838,486
139,5572,200
140,679,273
140,1725,156
140,5177,943
140,4630,175
140,1835,194
140,5496,612
140,4583,981
140,4582,959
140,1831,212
140,4960,900
140,4276,998
140,5697,153
140,1766,355
140,5788,999
140,2087,229
140,2577,163
140,2489,181
140,2999,999
140,4833,365
140,4030,179
140,1721,319
140,5896,999
140,2208,256
140,238,984
140,4428,356
140,2486,185
140,1417,999
140,4156,195
140,1727,249
140,5804,459
140,5503,448
140,942,999
140,2974,945
140,1516,174
140,3481,211
140,107,173
140,5308,156
140,2611,460
140,3816,347
140,5048,365
140,2855,315
140,3579,999
140,1929,180
140,1875,315
140,4306,483
140,2707,179
140,2217,385
140,744,335
140,5633,331
140,4434,199
140,5600,173
140,5160,173
140,841,200
140,1320,435
140,5925,999
140,3170,365
140,2030,303
140,3370,961
140,1976,315
140,1027,483
140,3517,169
140,2052,999
140,5656,231
140,5350,574
140,2990,315
140,3148,997
140,5101,999
140,3310,587
140,3905,999
140,2218,356
140,2814,175
140,3950,315
140,91,660
140,4229,414
140,4295,173
140,4418,678
140,5727,173
140,1086,173
140,2750,169
140,4271,240
140,5209,151
140,3315,222
140,204,465
140,2600,200
140,1054,309
140,433,999
140,3843,385
140,2575,995
140,3501,153
140,2544,315
140,153,315
140,1031,547
140,3641,928
140,4802,999
140,752,153
140,1616,418
140,4395,173
140,1026,287
140,1267,280
140,2954,999
140,1120,173
140,3010,238
141,847,171
141,3895,365
141,5738,159
141,1955,226
141,1031,224
141,3641,226
141,1809,502
141,2605,226
141,579,179
141,3969,188
141,465,171
141,4660,171
141,4536,198
141,3787,301
141,4063,184
141,5396,183
141,1118,200
141,2025,197
141,649,226
141,2748,302
141,950,171
141,4538,220
141,3360,211
141,261,192
141,5166,382
141,1712,589
141,5810,315
141,5756,284
141,4931,227
141,1990,179
141,3496,171
141,1316,640
141,1561,200
141,1052,226
141,886,382
141,3344,226
141,3214,169
141,3528,171
141,5414,175
141,5437,198
141,990,226
