protein1,protein2,combined_score
4064,1312,502
4064,922,270
4065,3681,156
4067,238,315
4067,1673,224
4067,1976,315
4067,3474,217
4067,150,315
4067,185,420
4067,409,181
4067,2264,169
4067,4583,315
4067,5379,315
4067,5810,315
4067,3588,315
4067,2807,286
4069,1660,999
4069,3616,224
4069,1232,177
4069,922,250
4069,3655,800
4069,2118,900
4069,337,250
4069,2265,173
4069,3007,999
4069,1363,173
4069,4823,720
4069,847,637
4069,4685,922
4069,2519,720
4069,3849,177
4069,1976,315
4069,898,173
4069,4469,994
4069,1719,996
4069,704,608
4069,4904,177
4069,1754,315
4069,680,402
4069,614,410
4069,655,461
4069,2201,996
4069,2025,795
4069,5555,226
4069,3340,185
4069,135,720
4069,5094,315
4069,1441,432
4069,4763,720
4069,1614,402
4069,1082,194
4069,4142,967
4069,2739,637
4069,3568,250
4069,2165,465
4069,4665,594
4069,4796,315
4069,3315,223
4069,4660,208
4069,4308,400
4069,4494,995
4069,2530,720
4069,283,997
4069,261,402
4069,3609,425
4069,3441,591
4069,731,944
4069,1712,185
4069,2381,196
4069,4343,159
4069,3781,720
4069,2489,720
4069,5104,315
4069,950,210
4069,5890,179
4069,1810,637
4069,3753,790
4069,2361,173
4069,2622,995
4069,3948,177
4069,3104,360
4069,2852,800
4069,3125,995
4069,1569,997
4069,1490,999
4069,721,953
4069,5846,996
4069,3707,194
4069,398,720
4069,1319,194
4069,563,432
4069,5898,720
4069,1410,210
4069,2986,194
4069,485,720
4069,893,773
4069,5574,461
4069,39,297
4069,1904,173
4069,2184,990
4069,3426,996
4069,658,177
4069,3134,177
4070,3588,315
4070,3958,445
4070,177,315
4070,1120,315
4070,5928,303
4070,1809,315
4070,2429,288
4070,2658,315
4070,2463,153
4070,23,152
4070,5601,269
4070,335,315
4071,4915,992
4071,1421,800
4071,4104,994
4071,4557,995
4071,5672,995
4071,3969,408
4071,2739,216
4071,1082,410
4071,3197,290
4071,4019,562
4071,5892,375
4071,4631,931
4071,4370,375
4071,3394,931
4071,3933,345
4071,2001,196
4071,3423,932
4071,1577,968
4071,3999,414
4071,2946,995
4071,5703,300
4071,3270,408
4071,2201,596
4071,3479,857
4071,5555,189
4071,1989,403
4071,1983,995
4071,4386,931
4071,749,562
4071,5571,220
4071,191,208
4071,3849,189
4071,5263,995
4071,1753,194
4071,1165,931
4071,1739,315
4071,4896,315
4071,1338,997
4071,156,998
4071,3222,962
4071,4904,189
4071,2770,800
4071,2326,992
4071,1955,214
4071,954,392
4071,509,997
4071,4291,313
4071,1232,189
4071,2463,718
4071,150,315
4071,3553,931
4071,1046,992
4071,5071,971
4071,3728,194
4071,3687,428
4071,4731,290
4071,2605,220
4071,734,992
4071,4985,442
4071,5860,995
4071,1665,674
4071,972,964
4071,4931,214
4071,5508,994
4071,14,800
4071,2516,931
4071,598,994
4071,2279,313
4071,1651,208
4071,3070,414
4071,3426,187
4071,1674,157
4071,2145,682
4071,3134,189
4071,1104,993
4071,496,967
4071,658,189
4071,2955,194
4071,4628,194
4071,967,992
4071,641,998
4071,4730,991
4071,1933,220
4071,4421,992
4071,3707,424
4071,3214,992
4071,1319,187
4071,2604,876
4071,627,596
4071,4468,673
4071,2986,424
4071,203,674
4071,4617,196
4071,5349,627
4071,4454,682
4071,2748,315
4071,3433,583
4071,867,491
4071,5862,228
4071,2186,944
4071,451,258
4071,3201,941
4071,1392,994
4071,3588,463
4071,4614,194
4071,261,375
4071,2756,679
4071,376,994
4071,3813,901
4071,4389,290
4071,2195,228
4071,1510,995
4071,1927,777
4071,4620,616
4071,4994,504
4071,4914,992
4071,1836,612
4071,9,223
4071,2419,270
4071,1224,887
4071,330,442
4071,5810,315
4072,833,714
4072,5001,315
4072,24,600
4072,1976,300
4072,2567,600
4072,4616,156
4072,4830,714
4072,1991,730
4072,1119,400
4072,3899,714
4072,2184,237
4072,2393,600
4072,88,600
4072,1775,600
4072,5134,600
4072,1864,600
4072,1425,935
4072,5505,600
4072,5191,912
4072,4107,600
4075,2328,424
4075,563,315
4075,3588,463
4075,704,156
4075,1976,315
4082,2623,400
4082,4665,250
4082,1615,167
4083,4864,210
4083,4999,302
4083,1489,495
4083,3431,216
4083,133,435
4083,1005,249
4083,1776,185
4083,4064,254
4083,2129,286
4083,866,286
4083,4866,495
4083,2336,151
4083,2537,302
4083,292,382
4083,1809,305
4083,1814,240
4083,2152,437
4083,1666,286
4083,34,302
4083,5379,463
4083,1673,167
4083,5911,179
4083,3273,179
4083,4675,552
4083,4888,703
4083,3950,315
4083,1249,286
4083,5810,315
4083,2615,586
4083,872,286
4083,822,378
4083,4048,286
4083,4088,286
4083,1061,208
4083,744,430
4083,1763,776
4083,4180,359
4083,2939,316
4083,845,195
4083,2273,315
4083,2234,249
4083,4909,249
4083,2030,484
4083,5854,382
4083,150,315
4083,4907,244
4083,5668,259
4083,4973,324
4083,5600,181
4083,780,293
4083,5084,570
4083,4111,259
4083,5321,886
4083,1971,151
4083,3993,151
4083,1367,259
4083,3588,463
4083,661,244
4083,766,570
4084,1217,542
4084,204,483
4084,4623,358
4084,904,720
4084,4156,272
4084,462,447
4084,5618,540
4084,3649,720
4084,503,938
4084,1300,448
4085,1976,315
4085,263,315
4085,1386,315
4085,1776,157
4085,1522,286
4085,5669,495
4085,3299,461
4085,3588,463
4086,2004,315
4086,238,483
4086,4465,315
4086,3829,301
4086,150,315
4086,5396,297
4086,3481,152
4086,4583,463
4086,4638,299
4086,5810,315
4086,5315,297
4086,2802,315
4086,3926,675
4086,5576,315
4086,3181,946
4086,1103,297
4086,4929,315
4086,3787,323
4086,4458,297
4086,1698,315
4086,1711,315
4086,5850,512
4086,5030,302
4086,2030,307
4086,3588,463
4086,3855,438
4086,5264,297
4088,2825,315
4088,2904,590
4088,4229,321
4088,4611,315
4088,4344,483
4088,66,420
4088,3517,438
4088,4083,286
4088,5341,315
4088,1712,315
4088,1807,219
4088,3304,525
4088,4796,315
4088,5379,315
4088,5744,315
4088,2030,315
4088,1658,315
4091,150,315
4093,4129,288
4095,4458,302
4095,4796,315
4095,3310,315
4095,4242,400
4095,4064,173
4095,1828,286
4095,150,315
4096,3966,628
4096,1976,315
4096,5455,529
4096,3051,173
4096,1571,391
4096,5561,286
4096,3964,222
4096,1692,185
4096,4027,925
4096,3862,555
4096,5857,307
4096,3785,902
4096,3453,320
4096,5854,196
4096,4973,264
4096,1936,461
4096,4455,181
4096,292,196
4096,308,223
4096,5600,303
4096,2537,173
4096,5160,283
4096,3262,316
4096,5472,948
4096,2914,767
4096,3048,304
4096,1929,346
4096,1953,163
4096,4836,683
4096,4642,789
4096,764,986
4096,931,222
4096,13,274
4096,4999,173
4096,4600,181
4096,5659,355
4096,5069,581
4096,409,510
4096,1951,399
4096,107,694
4096,3715,163
4096,536,175
4096,3506,292
4096,327,816
4096,48,163
4096,3899,163
4096,2210,280
4096,3731,393
4096,1241,372
4096,2741,222
4096,555,214
4096,5944,416
4096,5939,740
4096,5727,283
4096,4245,246
4096,3524,651
4096,3281,218
4096,4595,410
4096,4117,179
4096,169,432
4096,916,658
4096,4295,283
4096,1775,986
4096,1158,502
4096,5501,290
4096,4460,939
4096,766,365
4096,5821,319
4096,3420,496
4096,2261,385
4096,4639,651
4096,5797,364
4096,1683,952
4096,1668,388
4096,1825,159
4096,5928,713
4096,5810,315
4096,710,560
4096,3934,320
4096,5215,324
4096,877,311
4096,5186,367
4096,492,693
4096,481,262
4096,5475,235
4096,2935,954
4096,1119,392
4096,34,173
4096,3546,367
4096,3612,540
4096,5084,365
4096,2328,163
4096,5187,443
4096,2785,216
4096,38,163
4096,4725,330
4096,1341,209
4096,3474,433
4096,2790,169
4096,563,315
4096,2063,530
4096,2941,472
4096,4808,304
4096,5429,163
4096,2918,307
4096,2168,521
4096,20,434
4096,1357,307
4096,430,315
4097,2361,404
4097,2571,286
4104,972,934
4104,5672,992
4104,4557,994
4104,1665,616
4104,1441,346
4104,876,686
4104,988,258
4104,833,459
4104,4915,934
4104,1421,800
4104,2516,800
4104,598,991
4104,4019,616
4104,5475,410
4104,14,800
4104,5508,994
4104,3969,622
4104,4631,919
4104,3426,396
4104,3070,616
4104,5892,616
4104,5504,336
4104,967,875
4104,4458,336
4104,3394,800
4104,4370,422
4104,1104,992
4104,496,627
4104,2145,686
4104,3999,616
4104,3214,934
4104,1577,627
4104,4421,991
4104,3707,410
4104,4566,270
4104,4730,963
4104,1933,505
4104,3423,919
4104,2001,616
4104,641,997
4104,3270,622
4104,627,616
4104,2946,994
4104,1220,336
4104,2604,919
4104,1319,396
4104,1983,992
4104,203,616
4104,5621,961
4104,1989,621
4104,2986,410
4104,4468,205
4104,3479,800
4104,828,235
4104,5310,315
4104,749,616
4104,1497,619
4104,4386,919
4104,4617,616
4104,5851,336
4104,3149,619
4104,4071,994
4104,5263,992
4104,806,627
4104,1976,315
4104,5443,235
4104,3433,616
4104,5571,505
4104,1997,619
4104,1165,919
4104,1565,336
4104,2186,800
4104,5862,616
4104,5455,224
4104,5230,235
4104,559,627
4104,156,992
4104,5779,240
4104,5950,336
4104,3201,800
4104,1338,992
4104,5264,240
4104,4981,463
4104,2326,876
4104,4978,258
4104,2770,800
4104,3222,684
4104,1392,920
4104,3588,483
4104,991,270
4104,4291,313
4104,376,994
4104,509,992
4104,261,422
4104,2756,245
4104,954,616
4104,1510,992
4104,2195,616
4104,3813,196
4104,3553,800
4104,2625,336
4104,4914,992
4104,4994,684
4104,3920,778
4104,2605,505
4104,3687,616
4104,4731,245
4104,1927,969
4104,5316,240
4104,4620,616
4104,1046,920
4104,5071,960
4104,330,505
4104,5810,315
4104,1224,800
4104,2419,684
4104,3878,270
4104,5860,992
4104,4985,505
4104,1814,270
4104,734,876
4104,1836,616
4106,1441,315
4106,1709,369
4106,1828,400
4106,1499,536
4106,603,299
4106,1962,298
4106,4060,298
4106,1976,315
4106,1319,297
4107,2393,741
4107,4149,530
4107,759,227
4107,5191,600
4107,1425,600
4107,1668,315
4107,2567,978
4107,5200,382
4107,3108,221
4107,4676,290
4107,4498,292
4107,1775,668
4107,3611,169
4107,3402,196
4107,2371,221
4107,5944,673
4107,4414,616
4107,5706,315
4107,4830,859
4107,5728,616
4107,41,483
4107,3981,229
4107,2284,250
4107,3419,440
4107,3392,221
4107,1634,250
4107,4317,171
4107,1558,250
4107,5577,288
4107,1341,161
4107,2785,404
4107,1670,770
4107,1991,787
4107,245,315
4107,5379,315
4107,3695,309
4107,5505,627
4107,4747,600
4107,833,657
4107,3665,303
4107,877,719
4107,2215,161
4107,4350,286
4107,88,996
4107,880,315
4107,2870,345
4107,3326,227
4107,4432,200
4107,5134,835
4107,1864,993
4107,1851,183
4107,746,600
4107,2030,315
4107,4470,183
4107,1976,315
4107,5364,408
4107,3462,315
4107,2684,620
4107,1103,298
4107,2494,416
4107,2580,447
4107,5310,315
4107,4072,600
4107,1799,288
4107,2842,153
4107,4114,250
4107,2723,309
4107,3841,483
4107,3899,675
4107,518,200
4107,4796,315
4107,783,483
4107,24,972
4107,4268,227
4107,1095,435
4108,4868,255
4108,4432,370
4108,3862,175
4108,5596,169
4108,5027,695
4108,177,193
4108,5870,179
4108,2160,990
4108,3864,448
4108,4028,266
4108,828,364
4108,4294,464
4108,4250,978
4108,2930,368
4108,5787,386
4108,1260,185
4108,3524,175
4108,5443,164
4108,501,368
4108,1588,255
4108,416,255
4108,3611,549
4108,432,987
4108,4967,994
4108,2712,309
4108,2192,354
4108,812,998
4108,3463,509
4108,5241,185
4108,3035,271
4108,1312,185
4108,308,255
4108,3780,404
4108,4448,315
4108,3282,519
4108,979,448
4108,3607,255
4108,3450,255
4108,1781,546
4108,2711,982
4108,401,987
4108,2139,255
4108,5351,315
4108,1376,161
4108,1690,185
4108,4639,175
4108,2417,220
4108,1668,209
4108,5928,175
4108,400,169
4108,4702,343
4108,1072,273
4108,5230,164
4108,1673,341
4108,4725,175
4108,1302,208
4108,23,438
4108,3750,224
4110,1103,445
4110,1967,999
4110,4959,600
4110,5794,600
4110,384,600
4110,3588,315
4110,1326,698
4110,5850,744
4110,2117,600
4110,680,286
4110,5264,600
4110,4193,997
4110,5950,600
4110,4456,999
4110,150,315
4110,795,600
4110,4030,177
4110,1686,600
4110,1094,978
4110,1766,600
4110,1218,600
4110,1928,643
4110,2600,600
4110,5084,600
4110,2357,219
4110,5379,315
4110,1009,600
4110,3858,600
4110,4210,992
4110,3319,872
4110,5306,761
4110,4465,999
4110,3531,600
4110,1074,987
4110,2819,600
4110,3481,287
4110,4579,609
4110,5822,600
4110,2896,600
4110,828,657
4110,1718,600
4110,3291,628
4110,2297,679
4111,2580,286
4111,2739,279
4111,4365,175
4111,3615,438
4111,2830,299
4111,4999,267
4111,880,266
4111,33,495
4111,2811,311
4111,4469,208
4111,5376,325
4111,4442,248
4111,2820,275
4111,3414,232
4111,371,198
4111,4539,286
4111,2218,238
4111,5833,231
4111,2559,191
4111,1018,168
4111,4229,152
4111,5644,225
4111,3420,424
4111,3178,160
4111,2393,354
4111,5728,392
4111,4414,392
4111,5727,291
4111,1468,185
4111,5230,187
4111,5221,259
4111,2045,231
4111,3349,695
4111,200,167
4111,1304,224
4111,3048,424
4111,2725,438
4111,3816,291
4111,5641,442
4111,4299,196
4111,150,315
4111,5160,291
4111,4913,229
4111,1970,510
4111,5455,233
4111,177,730
4111,1103,196
4111,694,196
4111,36,175
4111,2712,315
4111,4256,322
4111,1766,245
4111,5697,541
4111,3893,286
4111,3833,185
4111,812,187
4111,4775,473
4111,4428,238
4111,3878,158
4111,3541,914
4111,1820,208
4111,1367,790
4111,4154,246
4111,3751,177
4111,2041,482
4111,3315,173
4111,2079,219
4111,2680,291
4111,1031,221
4111,4638,198
4111,1962,399
4111,2537,267
4111,3843,238
4111,384,185
4111,4009,315
4111,1808,968
4111,5034,198
4111,4572,166
4111,4083,259
4111,4566,158
4111,3904,438
4111,4673,174
4111,350,253
4111,3774,367
4111,34,267
4111,5292,305
4111,2789,156
4111,822,286
4111,1712,191
4111,3280,213
4111,3962,252
4111,4295,291
4111,3887,208
4111,3749,393
4111,107,295
4111,828,208
4111,4028,179
4111,2217,238
4111,744,324
4111,2092,291
4111,3908,177
4111,2470,191
4111,1448,191
4111,5600,301
4111,5050,271
4111,5289,438
4111,343,161
4111,5818,196
4111,1976,315
4111,3523,181
4111,4869,231
4111,5577,286
4111,3476,289
4111,1725,221
4111,651,161
4111,5475,596
4111,2184,215
4111,4364,177
4111,5084,474
4111,3377,166
4111,731,175
4111,766,474
4111,2982,219
4111,2489,208
4111,4343,252
4111,4681,368
4111,3443,224
4111,4257,245
4111,5064,173
4113,491,156
4113,426,232
4113,4622,459
4113,437,288
4113,5418,386
4113,1668,212
4113,1868,288
4113,1910,448
4113,5734,159
4113,3624,171
4113,259,171
4114,706,229
4114,1634,286
4114,5310,367
4114,4107,250
4114,5810,315
4114,5200,974
4114,1558,790
4114,783,459
4114,2076,169
4114,914,956
4114,4376,973
4116,841,150
4116,3374,435
4116,2577,150
4116,679,150
4116,1194,245
4116,1027,300
4116,5448,347
4116,1351,242
4116,318,660
4116,2369,230
4116,5089,165
4116,5151,245
4117,4746,196
4117,1809,463
4117,2658,315
4117,2030,303
4117,3588,315
4117,1582,191
4117,451,211
4117,1485,175
4117,5310,315
4117,4096,179
4117,5231,315
4117,4347,223
4117,3989,191
4117,2482,315
4117,1082,216
4117,1875,315
4118,3646,900
4118,704,364
4118,2611,483
4118,1342,286
4118,1217,900
4118,1976,347
4118,4014,946
4118,1577,971
4118,5084,156
4118,752,426
4118,3779,156
4118,1482,946
4119,3214,839
4119,4730,407
4119,5414,976
4119,563,370
4119,3528,686
4119,1319,976
4119,2604,407
4119,203,976
4119,267,158
4119,4373,948
4119,893,401
4119,3149,183
4119,1634,245
4119,1665,976
4119,5756,800
4119,1908,686
4119,972,505
4119,3107,293
4119,2824,976
4119,2321,179
4119,3426,575
4119,1316,888
4119,1651,997
4119,2894,158
4119,5379,463
4119,2257,976
4119,411,997
4119,2145,888
4119,3412,997
4119,261,976
4119,5293,997
4119,2261,208
4119,1510,407
4119,144,976
4119,155,158
4119,4004,158
4119,5395,997
4119,4620,888
4119,1712,600
4119,2136,997
4119,2732,888
4119,2419,999
4119,2993,292
4119,474,935
4119,330,360
4119,3273,315
4119,2434,315
4119,5862,976
4119,1345,315
4119,5123,158
4119,4201,641
4119,3069,992
4119,3110,887
4119,2001,976
4119,5811,976
4119,56,381
4119,2025,800
4119,4035,888
4119,749,988
4119,4993,976
4119,5809,950
4119,4348,888
4119,876,976
4119,1376,979
4119,1441,370
4119,4019,997
4119,312,976
4119,3969,992
4119,2739,315
4119,1082,204
4119,4796,348
4119,2165,915
4119,4665,205
4119,3787,800
4119,5789,183
4119,5844,258
4119,4370,997
4119,1101,297
4119,2040,997
4119,2597,976
4119,3616,888
4119,954,997
4119,2658,315
4119,5570,888
4119,5280,997
4119,3526,997
4119,768,992
4119,2605,360
4119,2280,852
4119,1809,198
4119,5400,412
4119,3687,997
4119,3194,976
4119,4985,360
4119,421,976
4119,5571,997
4119,1165,407
4119,1679,997
4119,1386,371
4119,3895,997
4119,2964,231
4119,5738,888
4119,2095,360
4119,5076,976
4119,214,191
4119,5366,198
4119,4193,158
4119,2661,997
4119,4442,315
4119,3707,273
4119,1558,245
4119,1933,976
4119,627,997
4119,4582,191
4119,901,198
4119,3024,248
4119,2986,273
4119,2712,158
4119,836,349
4119,606,188
4119,5851,412
4119,4617,976
4119,5632,976
4119,1838,992
4119,307,968
4119,5904,506
4119,207,177
4119,4553,876
4119,4709,976
4119,2465,976
4119,1674,414
4119,255,208
4119,3070,998
4119,1770,888
4119,2195,976
4119,5173,412
4119,3008,158
4119,2312,158
4119,4994,999
4119,4914,407
4119,1033,412
4119,4343,999
4119,1836,976
4119,4471,976
4119,4537,967
4119,3433,976
4119,3532,315
4119,4843,976
4119,341,205
4119,451,158
4119,3611,840
4119,1499,282
4119,4645,988
4119,4502,282
4119,2747,997
4119,4670,315
4119,1490,317
4119,3825,948
4119,4978,366
4119,4924,580
4119,3588,315
4119,3999,991
4119,3423,687
4119,3270,407
4119,3700,976
4119,5463,948
4119,3317,660
4119,5621,992
4119,1989,976
4119,5068,282
4119,1497,829
4119,5310,158
4119,5094,600
4119,3648,414
4119,1427,888
4119,4386,739
4119,4486,996
4119,4915,505
4119,3267,976
4119,5342,888
4119,1600,976
4119,4631,687
4119,5892,997
4119,4458,299
4119,5276,565
4119,5233,412
4119,2418,179
4119,5192,293
4119,3802,999
4119,5281,360
4119,1620,997
4119,780,290
4119,5580,997
4119,3849,365
4119,1976,315
4119,3241,205
4119,2273,686
4119,5263,407
4119,191,997
4119,1739,371
4119,1719,305
4119,696,191
4119,1565,841
4119,156,360
4119,3788,205
4119,3818,976
4119,5850,222
4119,3222,999
4125,5810,315
4125,9,463
4125,1051,315
4125,4659,315
4125,5182,610
4125,582,315
4125,1488,465
4125,3664,392
4125,18,633
4125,57,315
4125,13,265
4125,4796,315
4125,3192,597
4125,3588,483
4125,3678,790
4125,1976,315
4125,4894,448
4125,1441,315
4125,0,483
4125,4896,296
4128,4792,315
4128,1962,295
4128,730,276
4128,4502,288
4128,1417,362
4128,1156,496
4128,3683,154
4128,4356,617
4128,777,846
4128,3664,443
4128,1370,687
4128,5679,315
4128,2904,483
4129,1074,195
4129,4093,288
4129,3829,169
4129,4465,195
4129,4452,194
4129,36,183
4129,511,591
4129,2363,195
4129,1105,195
4129,1094,195
4129,5810,315
4129,1925,195
4129,3824,438
4129,5103,195
4129,3588,483
4129,1326,195
4129,2952,759
4129,4448,315
4129,1967,195
4129,1120,195
4133,150,315
4134,150,315
4134,1809,315
4135,4261,199
4135,4030,944
4135,3876,173
4135,1751,900
4135,3723,996
4135,238,805
4135,2004,917
4135,694,900
4135,1711,173
4135,1413,996
4135,3588,315
4135,1120,996
4135,1506,720
4135,4016,965
4135,1844,173
4135,1776,978
4135,1640,720
4135,2802,173
4135,2102,223
4135,5823,258
4135,4583,805
4135,459,979
4135,4582,805
4135,5392,173
4135,4656,964
4135,720,165
4135,4757,720
4135,1156,296
4135,1009,514
4135,5322,208
4135,3691,900
4135,3671,173
4135,2965,969
4135,1095,438
4137,1083,800
4137,3588,315
4137,3777,900
4137,3165,800
4137,4496,900
4137,5779,800
4137,5950,800
4137,5397,900
4137,142,900
4137,5443,800
4137,5442,800
4137,4661,800
4137,2600,800
4137,384,800
4140,731,900
4140,819,181
4140,238,315
4140,2486,287
4140,150,214
4140,721,979
4140,3609,578
4140,4583,315
4140,775,993
4140,5911,669
4140,2240,900
4140,955,208
4140,1776,315
4140,441,356
4140,2622,442
4140,3568,208
4140,2184,992
4140,3753,900
4140,2739,994
4140,1719,229
4140,4142,979
4140,5667,981
4140,4469,979
4140,1976,414
4140,3752,929
4140,460,214
4140,3273,999
4140,4685,800
4140,350,995
4140,1569,992
4140,4442,719
4140,4352,977
4140,1163,995
4140,1168,994
4140,1593,195
4141,3516,286
4141,3457,222
4141,2712,315
4141,4004,202
4141,1668,315
4141,5310,315
4141,2993,159
4141,1976,315
4141,5309,315
4141,2030,303
4142,1118,196
4142,4344,286
4142,5673,202
4142,2201,993
4142,3554,177
4142,614,232
4142,775,972
4142,3888,603
4142,3340,177
4142,4556,202
4142,5555,950
4142,5313,205
4142,2240,979
4142,1776,483
4142,2739,962
4142,1082,194
4142,3568,396
4142,1974,225
4142,4069,967
4142,283,998
4142,907,202
4142,2363,175
4142,1142,196
4142,831,196
4142,465,961
4142,4660,215
4142,4568,202
4142,3655,947
4142,4456,200
4142,3616,181
4142,1660,962
4142,2902,196
4142,1232,187
4142,4140,979
4142,150,315
4142,1090,922
4142,2265,224
4142,955,396
4142,1363,224
4142,5455,224
4142,1719,980
4142,5667,741
4142,1739,205
4142,847,209
4142,273,396
4142,1976,526
4142,3849,187
4142,898,224
4142,4469,999
4142,5609,205
4142,5679,202
4142,2273,169
4142,4685,999
4142,4050,177
4142,4442,973
4142,4904,187
4142,1168,979
4142,4352,672
4142,1593,195
4142,3528,205
4142,1319,272
4142,3024,205
4142,4583,347
4142,721,999
4142,3707,272
4142,5846,922
4142,5911,747
4142,1123,205
4142,4916,205
4142,893,181
4142,2986,272
4142,1410,934
4142,50,985
4142,5475,224
4142,1904,224
4142,2184,999
4142,350,974
4142,295,922
4142,1908,169
4142,2818,196
4142,3138,169
4142,3134,187
4142,658,187
4142,5379,315
4142,3183,459
4142,3426,994
4142,1163,979
4142,3496,205
4142,4029,177
4142,731,999
4142,238,347
4142,3609,966
4142,1925,183
4142,4829,939
4142,2381,338
4142,2995,196
4142,441,250
4142,1712,344
4142,3230,177
4142,4213,202
4142,5728,340
4142,5706,199
4142,4414,340
4142,2361,224
4142,2622,998
4142,3753,995
4142,1810,636
4142,950,215
4142,3273,902
4142,5103,322
4142,2852,996
4142,1326,379
4142,1569,995
4142,1490,922
4142,3125,920
4142,739,202
4143,3588,315
4143,1976,315
4143,4009,315
4147,213,321
4147,2879,208
4147,2287,224
4147,9,187
4147,2366,224
4147,1758,158
4147,2812,305
4147,3647,714
4147,3443,193
4147,3028,776
4147,2462,394
4147,3611,173
4147,1171,208
4147,2503,333
4147,4220,511
4147,2344,370
4147,3448,315
4147,4363,158
4147,3534,600
4147,5948,271
4147,1725,203
4147,5340,710
4147,2994,158
4147,4269,158
4147,5554,798
4147,4661,210
4147,2860,158
4147,2904,315
4147,150,315
4147,1834,558
4147,1031,203
4147,5156,511
4147,1767,211
4147,1962,199
4147,611,158
4147,1976,315
4147,5815,315
4147,5119,200
4147,1335,394
4147,5287,234
4147,2723,511
4147,956,175
4147,409,305
4147,3504,158
4147,4776,370
4147,2025,171
4147,993,210
4147,2139,305
4147,924,200
4147,1304,225
4147,1793,200
4147,4796,315
4147,4660,208
4147,5659,385
4147,3254,200
4147,692,200
4148,1976,315
4149,1634,576
4149,4107,530
4149,3878,157
4149,3510,315
4149,2870,946
4149,2909,374
4149,4796,315
4149,3980,288
4149,3704,900
4149,2462,304
4149,5584,710
4149,335,231
4149,4376,286
4149,1976,315
4149,1558,315
4150,893,342
4150,606,181
4150,2677,718
4150,5911,315
4150,990,185
4150,203,159
4150,836,181
4150,3829,192
4150,5379,315
4150,3546,177
4150,3183,187
4150,4931,185
4150,5186,177
4150,2757,382
4150,5810,315
4150,3950,315
4150,2261,197
4150,3609,304
4150,1658,157
4150,3388,159
4150,4670,315
4150,2361,290
4150,4959,286
4150,660,183
4150,2310,183
4150,460,159
4150,5443,177
4150,5310,315
4150,1776,153
4150,5313,181
4150,649,185
4150,114,497
4150,4446,248
4150,4063,846
4150,4574,181
4150,4536,157
4150,3527,208
4150,4796,455
4150,4849,159
4150,4242,159
4150,68,208
4150,1312,254
4150,774,208
4150,4806,159
4150,141,204
4150,1809,315
4150,5241,254
4150,5462,467
4150,4688,181
4150,2898,190
4150,2857,315
4150,4288,258
4150,3023,208
4150,1386,351
4150,1120,315
4150,2964,290
4150,3203,477
4150,5609,181
4150,1976,315
4150,3945,790
4150,4588,191
4153,3274,288
4153,5952,323
4153,4347,223
4153,2909,505
4153,4002,288
4153,2148,270
4153,4332,402
4153,4784,305
4153,5779,155
4153,2291,315
4153,671,288
4154,23,187
4154,34,174
4154,2152,297
4154,1668,167
4154,822,246
4154,3420,674
4154,5264,256
4154,5950,410
4154,3572,305
4154,5230,256
4154,3459,305
4154,2180,370
4154,133,297
4154,1005,246
4154,4999,174
4154,4536,677
4154,4056,370
4154,2537,174
4154,33,157
4154,5100,300
4154,5462,300
4154,1706,163
4154,5923,307
4154,4009,265
4154,4064,246
4154,5461,315
4154,651,300
4154,4111,246
4154,5084,174
4154,5820,297
4154,5475,155
4154,5735,177
4154,1825,286
4154,766,174
4154,1367,246
4154,5779,256
4154,5443,256
4154,5313,155
4154,828,256
4154,2390,305
4154,3749,297
4154,4007,509
4154,3590,305
4154,3048,674
4154,200,300
4154,5316,256
4154,343,300
4154,5600,205
4154,5596,200
4154,150,315
4154,3573,305
4154,5668,246
4154,449,351
4154,4909,246
4154,2234,246
4154,5455,155
4154,2213,402
4154,1970,399
4155,1027,171
4155,4418,452
4155,1264,203
4155,3933,192
4155,4510,435
4155,2819,434
4155,364,152
4155,3977,386
4155,4396,900
4155,5166,171
4155,1260,900
4155,679,345
4156,2857,315
4156,140,195
4156,2902,315
4156,4802,685
4156,153,194
4156,238,315
4156,3374,434
4156,91,217
4156,5316,195
4156,433,195
4156,5050,195
4156,2577,195
4156,838,183
4156,2615,179
4156,5519,175
4156,3401,195
4156,1027,195
4156,4418,415
4156,4463,278
4156,1976,315
4156,5461,315
4156,1012,177
4156,2052,195
4156,318,940
4156,3948,865
4156,2348,179
4156,1264,195
4156,5230,195
4156,2976,481
4156,1727,230
4156,2030,307
4156,3588,315
4156,4290,156
4156,4583,315
4156,3243,195
4156,4510,193
4156,2295,179
4156,5953,195
4156,1724,193
4156,5049,359
4156,3497,185
4156,4084,272
4156,679,195
4156,5310,315
4156,4267,315
4156,2926,187
4156,843,315
4156,5788,195
4156,1990,195
4156,4276,435
4156,3315,191
4156,3905,195
4156,4308,193
4157,4638,150
4157,2825,404
4157,3554,658
4157,4556,627
4157,1712,183
4157,5350,309
4157,2718,315
4157,4831,315
4157,5667,593
4157,1067,986
4157,4796,315
4157,4686,987
4157,3134,461
4157,2503,154
4157,4054,645
4157,1001,158
4157,1026,286
4161,150,315
4161,921,219
4163,1023,195
4163,2115,499
4163,5089,499
4163,3240,300
4163,1226,252
4163,200,499
4163,1003,288
4163,488,219
4163,1702,209
4163,4183,499
4163,1971,499
4163,1106,195
4163,1995,300
4163,2295,499
4163,3528,256
4163,1673,300
4163,2090,499
4163,1593,499
4163,752,195
4163,5109,499
4163,3588,315
4163,1917,195
